Company name, Email, Telephne, website
Muntazah Food Manufacturing Company, basheer@muntazah.com, 0591780151, NaN
National Rubber Sapare parts fcatory, raed@yhfdossary.com, 0555804359, http://www.yhfdossary.com
YANBU UNITED COMPANY, info@yunitco.com.sa, 0552299111, http://www.yunitco.com.sa
Middle East Pharmaceutical Industries Co Ltd, mohamed.elmenyawi@avalon.com.sa, 0549463656, http://www.avalonpharmaceutical.com
UNIVERSAL SHELVES INDUSTRIAL CO LTD, akbajammal@arcoma.com, 0569995212, http://www.arcoma.com%20-%20www.usico.com.sa
Al-Hasa Plastic Products Co, akashmar@ahgroups.com, 0505962311, http://www.ahgroups.com
SIDC CERAMIC PLANT, walidyousuf@casavia.com.sa, 0504394103, http://SIDC-CASAVIA.COM
SOLB STEEL COMPANY, saeed.dammam@solbsteel.com, 0551870719, http://WWW.SOLBSTEEL.COM
Kingdom Dates, eshager@kingdomdates.com.sa, 0502254539, http://www.kingdomdates.com.sa
DHIAE ALDOROOB INDUSTRIAL COMPANY, ahmed@diapers.com.sa, 0505403067, http://www.diapers.com.sa
Alrabyah Alkhadra'a Industrial Co., m-n-haidar@hotmail.com, 0505816831, http://www.alrabiahki.com
Dhahran Alarabi Aluminum Factory, mtakruri@daafco.com, 0508826899, http://www.daafco.com.sa
ALABDULKARIM HOLDING COMPANY, alhajrsm@akh.com.sa, 0565130568, http://WWW.AKH.COM.SA
saf factory for products of plastic, albadr@safplastic.com, 0505495670, NaN
AL-JAZEERA FACTORY FOR PAINTS CO, aabdulmajeed@jazeerapaints.com, 0502396220, http://www.jazeerapaints.com
Kingdom Paints Factory Co, sultan@kingdompaints.sa, 0564444439, http://www.kingdompaints.sa
ghada-mm@windowslive.com, NaN, NaN, NaN
Al Majd Factory for electromechanical works, m.affan@almajd-power.com, 0505602107, http://www.almajd-power.com
Al-Ghadeer Egg Trays, eggtrays@alghadeergroup.com, 0503923288, http://www.alghadeergroup.com
SAUDI GAS CYLINDER FACTORY, enagas@enagas.com.sa, 0505457909, http://www.enagas.com.sa
Pioneers Factory, ahmad.badrieg@ptsco.com.sa, 0556669545, http://www.ptsco.sa
National Petrochmical Industrial Company -NATPET, NaN, NaN, http://www.natpet.com
Arabian Waterproofing Industires, a_zidan@awazelcompany.com, 0503289802, http://www.awazel.com
Al Rabie Saudi Foods Company, fahad.bajaber@alrabie.com, 0500933644, http://WWW.ALRABIE.COM
Al Arabi Factory For Steel Works, s-dammam@osais.com, 0593248608, http://www.asfsteel.com
Astra Polymers Compounding Co. Ltd., rakan.alrowili@astra-polymers.com, 0501418944, http://www.astra-polymers.com
zadna dates tradeing CO, b.kraie@zadna.com.sa, 0505390328, http://www.zadna.com.sa
tagat almouheet for drum factory, sam59us2000@yahoo.com, 0504964765, NaN
Alomran industril and trading co, info@alomranco.com, 0502884411, http://www.alomranco.com
Alqimma Equipment Factory, info@alqimma.com, 0544801155, http://www.alqimma.com
The National Medical Products Co. Ltd, faisal.fahad.almoammar@damad.com, 0556100999, http://www.damad.com
Al-Ahsa Food Industries Company, adel@ahsa-dev.com.sa, 0504813485, http://www.temarna.com
DOME TECH FACTORY FOR PLASTIC PRODUCT, m.nofal@dometech.sa, 0562934444, http://www.dometech-skylight.com
Welspun Middle East Pipes LLC, siyad_elamin@welspun.com, 0542833977, http://www.welspun.com
National Polyethylene Company, marketing@npco.com.sa, 0596632800, http://www.npco.com.sa
Alrai Food Indstries, krishnan@alrai.com.sa, 0502141260, http://alraifoodin
QUAD Factory For Plastic Prducts, barqnet@hotmail.com, 0500104466, NaN
Tmreya Compnay for sweet and pastry, hamad@tmreya.com, 0556263555, http://Www.tmreya.com
saudi marmo, export@saudimarmo.com, 0540637926, http://www.saudimarmo.com
NAPCO MODERN PLASTICS, skanani@napcogroup.com, 0505924854, http://www.napcogroup.com
Alkhazar Fisheries Factory, hussain.kofair@gmail.com, 0548880788, http://www.alkhazar.com
SAUDI PAINT COMPANY LTD, ehabalkhouly@paintco.net, 0504185379, http://www.paintco.sa
Saudi factory for building Materials Co., adel.rabiah@arkichem.com, 0503282112, http://www.arkichem.com
Electronic and Electrical Industries Corporation, salah.nasr@eeic.com.sa, 0503168623, http://www.eeic.com.sa
ALSOUMLY FACTORY FOR PRODUCING ROPES, alsoumly@yahoo.com, 0533314927, http://www.alsoumlyropes.com.sa
ALREEF SUGAR REFINERY CO, hfouda@resreco.com, 0504647947, http://www.resreco.com
Arab Malaysian vegetable oil products co ltd, aabaladwani@zeyut.com, 0566619995, http://www.zeyut.com
Al-Andalus Aluminium Extrusion and forming Factory Co, e.admin@andalusgroup.net, 0549854108, http://www.alandalusgroup.net
Nakheel Alya Dates Factory, yousef@nakheelalya.com, 0555324846, http://www.nakheelalya.com
AL-AMANA Technology Factory For Electrical Industries, helmy@atgroups.net, 0555095626, http://www.atgroups.net
SAUDI PIPE SYSTEMS CO. LTD., sps@pipes.sa, 0505600205, http://WWW.PIPES.SA
DEBS INTERNATIOANL FACTORY, y.alomari@md-masterpach.com, 0507580004, http://WWW.MD-MASTERPATCH.COM
Saudi Factory for fire equipment est, marketing@sffeco.com.sa, 0596737591, http://www.sffeco.com
saudi power transformer company, oday.hindi@sptc.com.sa, 0509511518, http://www.sptc.com.sa
aljazea industrial co, ahamid@al-jazeaindustrial.com.sa, 0569390434, http://www.al-jazeaindustrial.com
Middle East & Gulf Detergents Factory, abdulhadi.alhassan@gmail.com, 0502088850, http://www.amazingclean.com%20.sa
Bin Salman Factory for Plastic & Toys Co.Ltd, saad@binsalman.sa.com, 0504421075, NaN
Mazaya Aluminium, hrabia2010@gmail.com, 0590604454, http://www.mazaya.com.sa
fruits diamond, info@fruits.sa, 0555886433, http://www.fruits.sa
ARROW JUICE FACTORY FOR BOTTLING AND PRODUCTION CO, mtowireb@arrow-juice.com, 0599899660, http://www.arrow-juice.com
unitedflowers, a.balubaid@unitedflowers.biz, 0553472739, http://www.unitedflowers.biz
saudi marble & granite factory, sameer@smg.com.sa, 0506380193, http://www.smg.com.sa
batterjee pharma, faisal@batterjeepharma.com, 0561931371, http://www.batterjeepharma.com
Napco Packaging Systems Company, elie.chahwan@napconational.com, 0561101583, http://www.napcouniplast.com
Global Rubber Factory, eyad@digicolorgulf.com, 0540406085, http://www.globalrubberfactory.com
Bahra Advanced Cable Manufacture Co. Ltd., sales@bahra-cables.com, 0568336860, http://www.bahra-cables.com
United Chemicals Company, amal@sidco.com.sa, 0555256081, http://www.sidco.com.sa
PINEHILL ARABIA FOOD LTD., mondy@pafl.com.sa, 0556565503, http://indomie.com.sa/
Baxter Company Limited, mufarreh_alanazi@baxter.com, 0504463769, NaN
uniformfactory, uniformfactory@gmail.com, 0504617359, NaN
Universal Metal Coating Company Limited UNICOIL, abdullah.rashedi@unicoil.com.sa, 0503802111, http://www.unicoil.com.sa
Saudi Leather Industries Company Limited, abdulmohsin@slicshoes.com, 0504212627, http://www.slicshoes.com
PERMA-PIPE SAUDI ARABIA L.L.C, halhawaj@permapipe.com.sa, 0503933315, http://WWW.Permapipe.com.sa
AHMED MOHAMED SALEH BAESHEN & CO, sashaker@baeshen.com, 0541222243, http://www.rabea.com
Almohamadia Dates Company, t.alotaibi@mohamadia.com.sa, 0550448824, http://www.almohamadia.com.sa
REDA Oilfield, waleed.rashad@redachem.com, 0566542124, NaN
ALSHARQ FLEXIABLE PACKAGING, kshehry@alsharqflex.com, 0502655555, http://WWW.ALSHARQFLEX.COM
Etmar Dates Est, info@etmar.com, 0508584545, http://www.etmar.com
Sadara Chemical Company, masud.almofareh@sadara.com, 0504690006, http://www.sadara.com
JDFF DUCTILE FITTING FACTORY, t3103992@yahoo.com, 0569390434, http://JDFF.NET
SHMOH ALMADI, yaayoo7@hotmail.com, 0548484829, http://www.pcandles.sa/
Food Manufacturing Group Co, hussain@fmg-food.com, 0592229282, http://www.fmg-food.com
FUTURE CABLES FACTORY, turki@aldajam.com, 0505555314, http://www.aldajam.com
ALAMOUDI BEVERAGE INDUSTRIED, m-214-a@hotmail.com, 0555615085, http://www.alamoudi-bev.com
Saudi Drums factory Company, NaN, NaN, http://www.drum.com.sa
ALESRA Factory, hr@samaren.com, 0566277774, http://www.esra.com.sa
Dehlawi Optical Industries Co. Ltd, NaN, NaN, http://www.dehlawi.com
kenzy factory for rubber products, faisal@kenzyrubber.com, 0561111045, http://www.kenzyrubber.com
Saudi German Aluminum Products CO. LTD., rosa@sgapco.com, 0554468554, http://www.sgapco.com
Al-Saad plastic factory, saad.plast@hotmail.com, 0556748557, NaN
medmak industrail company for lubricants L L C, rami@medmaksa.com, 0500999940, http://www.mwdmaksa.com
ALJAZIERAH HOME APPLIANCES CO.LTD, syed.uddin@aljazierah.com, 0556549276, http://www.aljazierah.com
GULF ELEVATORS ESCALATORS CO LTD, m.elturk@gulfelevators.com, 0508451302, http://www.gulfelevators.com
National Pipe Company Ltd, sales_dept@npc.com.sa, 0531295898, http://www.npc.com.sa
PANELS TECHNOLOGY FACTORY, moradali1987@hotmail.com, 0500230908, http://WWW.TECHNOPANEL.COM.SA
INDUSTRIAL SYSTEMS GROUP, alhajrsm@isg.com.sa, 0565130568, http://WWW.ABDULKARIMHOLDING.COM
Ahal Al Sara Group For  Manufacturing andTrading, info@ahalalsaraa.com, 0536667084, http://www.ahalalsaraa.com
MIDDLE EAST FIBER CABLE MANUFACTURING CO, sales@mefcf.com, 0552299289, http://www.mefc.com
The National Agricultural Development company ( NADEC Food (, migrenalmalki@nadec.com.sa, 0557205557, http://www.nadec.com.sa/
dar alnaim factory for food industries, ibrahim89_alhendi@hotmail.com, 0562474783, http://www.daralniam.com
AGASEEM Factory, info@agaseem.sa, 0558848181, http://www.agaseem.sa
STICKER PRODUCTS COMPANY LAWASEQ, afayez@lawaseq.com, 0559222225, http://www.lawaseq.com
National Food Company, faalsahafy@americana-food.com, 0553010432, http://www.americana-group.net
Mohamed Salem Alojaimi for Industry, mohamed.ragab@alojaimi.com, 0557850491, http://WWW.oig-sa.com
Mohammad A.Ramadani Aluminium Indstries co, ramadani.factory@gmail.com, 0504626795, NaN
Pharmaceutical Solutions Industry, export@psi.com.sa, 0555592299, http://www.psi.com.sa
AlkhuraijiFactory for PERFUMES  and  Cosmetics, gm@alkhuraiji.com, 0505467300, http://www.alkhuraiji.com
Forsan Foods and consumer products Co Ltd, export@forsan.com.sa, 0560228681, http://www.forsan.com.sa
ALYAF INDUSTRIAL CO .LTD, sales@alyaf.com, 0504962391, http://www.alyaf.com
ARAB MANUFACTORERS FACTORY FOR FROZEN FRENCH FRIES, jj-kaler@hotmail.com, 0502895845, NaN
salman group, a.hassan@salmangroup.com, 0541674156, http://www.salmangroup.com
united Expertise For Packagin Needs LTD, info@unitedexpertise.co, 0555173327, http://www.unitedexpertise.co
watan surgical instruments, a.barakat@watan.sa, 0505267744, http://www.watan.sa
TAYA BAWAZIR & PARTNER CO. LTD., info@bawazirfactory.com, 0550113535, http://www.bawazirfactory.com
Almona co, m.elagouz@almona.com.sa, 0507053071, http://www.almona.com.sa
SULIMAN BIN SALEH AL-MOHILEB&SONS HOLDING COMPANY, suliman@almohileb.net, 0505384678, http://WWW.ALMOHILEB.NET
paints solvents pastes industrial CO. LTD, adel@bbcpaints.com.sa, 0505129120, http://www.bbcpaints.com.sa
Danya Foods LTD, ihab.badreldin@arlafoods.com, 0509798136, NaN
TECHNICAL GLASS CO, alaa_techno@hotmail.com, 0544101159, http://www.technoglass.com.sa
Gulf Union Foods Co., anashourani@gulf-union.com, 0504344172, http://www.gulf-union.com
JEDDAH CABLE COMPANY LTD, ahmedghamdi@cables.energya.com, 0556699344, http://www.energya.com
Nusok Arabian For Plastic, disoki@yahoo.com, 0564404568, http://www.nusokgroup.com
Gulf Advance Cable Insulation Company, bsaqer@sipchem.com, 0505909221, http://www.sipchem.com
National Factory For Plastic, sales@nationalpipe.co, 0506722299, http://www.nationalpipe.co
United Mining Industries, h.albadawi@ugc.com.sa, 0553678713, http://www.ugc.com.sa
Al watania For Containers Mfg, majrashiym@wataniaind.com, 0564848813, http://www.wcmc.com.sa
Al-Othman Agri. Prod. & Proc Co, asuliman@nadadairy.com, 0509031233, http://www.nadadairy.com.sa
HADHEM FOR DATES, info@hadhim.co, 0555566622, http://www.hadim.co
TAHWEEL INTEGRATED COMPANY, info@tahweel.com, 0553600073, http://www.tahweel.com
Abjed Plastic Industries Factory, salem@abjed.com, 0555601601, http://www.abjed.com
arabian oud co, halissa@arabianoud.com.sa, 0553233322, http://www.arabianoud.com.sa
United Food Industries Corp. Ltd. Co, alzuhairi@deemah.com, 0537717594, http://www.deemah.com
Saudi Cable Company, hismail@saudicable.com, 0569022210, http://www.saudicable.com
ESNAD CO. LTD, sbawazir@esnad.com, 0550158844, http://www.esnad.com
ALFANAR FACTORY FOR CERAMIC TILES AND PORCELAIN, adnan.alasmary@alfanar.com, 0559656325, http://WWW.ALFANAR.COM
Omer Mohammed Omer ALATTAS Est, aldiafahome@windowslive.com, 0505350998, http://www.al-diafa.com
national factory for food, mailmaster@nfffc.com.sa, 0532888288, http://www.nfffc.com.sa
BROTHERS QUARTER ALUMINUM FACTORY, jawani1399@gmail.com, 0561208225, NaN
Alkhorayef Industries Co, aalmofarrej@alkhorayef.com, 0503409694, http://www.alkhorayef.com
THE SAUDI ICE CREAM FACTORY, faisal.alghamdi@kwality.com.sa, 0563699997, http://www.kwality.com.sa
Catering Disposable Packaging Co., bander.alshamri@cadisme.com, 0502270565, http://www.Cadis.com
Asseeb paint Manufacturing co, jababer@yahoo.com, 0503250986, NaN
MOTASIM AL DAOUR FACTORY, maher.rawashdeh@adf.com.sa, 0565065176, http://www.adf.com.sa
Roshana plastic and packaging industries, info@roshana.com.sa, 0558207371, http://www.roshana.com.sa
Arabian Fiberglass products company, info@aliaf.com, 0505488825, http://www.aliaf.com
midal cables, khalid.enizy@sa.midalcable.com, 0503331812, http://www.midalcable.com
Al Kuhaimi Metal Industries LTD, mkt@alkuhaimi.com, 0531244488, http://www.alkuhaimi.com
SEDR ALSHEFA, mohammed@sedralshefa.com, 0559010109, NaN
BINZAGR UNILEVER LTD, mohammed.bashawri@unilever.com, 0560091626, http://www.Unilever.com
SAUDI INDUSTRIAL RESINS LIMTTED, m.kaki@sir-ltd.com, 0505580723, http://WWW.SIR-LTD.COM
AL FORSAN GLOBAL INDUSTRAIL COMPLEX, e.hamad@forsanksa.com, 0555706611, http://www.forsan-ceramics.com
MASDAR ALHAYAT for food Industries Co , mlweis@masdar.sa, 0532166667, NaN
MEMF Electrical Industries Co, abdelhamid.meddeb@kfbgroup.com.sa, 0509313903, http://www.memf.com.sa
ADEL SALEH ALOMRAN SANITARY FACTORY, asoe1@yahoo.com, 0555454155, http://www.aso1.com
energy care, ibrahim@energycareholding.com, 0509677550, http://www.energycareholding.com
Factory golden chip company, turki@goldenchip.com.sa, 0557662149, http://www.goldenchip.com.sa/
ornamental stones limited, es.khater@hotmail.com, 0503808829, NaN
Vienna Food Industries Ltd, hafeez@jasweet.com, 0505119303, http://www.vienna.sa
United Lube Oil Company LTD, mubarak@unilubeco.com, 0535011171, http://www.unilubeco.com
yamama co. for red bricks&clay products, yamama3@yamamabricks.com, 0504463767, http://yamamabricks.com
AL AYED HOSES FACTORY, info@ayed-sa.com, 0504884478, http://WWW.AL-AYED.COM
Mushtail Factory for Wooden Plastic, hesham@ablazeco.com, 0567223232, http://www.ablazeco.com
Mohammed A. Afaddaghi & Partners, fahad@alfaddaghi.com, 0505151630, http://www.alfaddaghi.com
AL RAQEEB UNIVERSAL GROUP, info@alraqeebgroup.com, 0555455470, http://www.alraqeebgroup.com
GOLDEN OILS COMPANY, wael@gofco.net, 0554777478, NaN
Homeland Of Materials Est, ho_material@hotmail.com, 0500210330, http://www.homeland-materias.com
International Ductile Iron Pipes Co  Ltd INDIPCO, alsowelm@indipco.com.sa, 0505423475, http://www.indipco.com.sa
MDSF, m.masoom@mdsf.com.sa, 0555531271, http://www.mdsf.com.sa
Ourfali & Partners BALKIS, mhdourfali@hotmail.com, 0555970983, http://www.balkisceramic.com
Basateen Baladi Food Industry, smmfc.sm@gmail.com, 0505656853, http://www.basateenbaladi.com
KARIM FOOD INDUSTRIES, ridah@karimfi.com, 0530086231, http://WWW.karimfi.com
SAUDI POLYOLEFINS COMPANY, a.alabdullatif@tasnee.com, 0505854333, http://tasnee.com
Al-zamil for industry trade and transport, karimlabiadh@zamilco.com, 0540801957, http://www.zamilco.com
Datat Al-Mamlaka sancks food factoty, gm@danat-almamlaka.com, 0554464554, http://www.danat-almamlaka.com
Arabian Packaging Company (Sahari Pack), anada@saharipack.com, 0530277503, http://www.saharipack.com
Al-QAHTANI NAILS AND GALVANIZED WIRE FACTORY, aqahtani@ahqwires.com, 0555645653, http://www.ahqwire.com
REEF GLASS POT CAPS. CO. LTD, info@reefcaps.com, 0505356331, http://www.reefcaps.com
Arabian Plastic Compounds Co Ltd, info@apc-saudi.com, 0593026495, http://www.apc-saudi.com
Randa Co for Automatic Doors, hchamout@randaautodoors.com, 0505115260, http://www.randaautodoors.com
SAUDI ARABIAN PACKAGING INDUSTRY, info@sapin.com.sa, 0538184882, http://www.sapin.com.sa
Abdulaziz Alfozan Factory for Electrical Products, tarek@aaalfozan.com, 0556834378, http://www.aaalfozan.com
industrial power units for industry, m.qaraqi@ipu-sa.com, 0506636332, http://www.ipu-sa.com
SADAFCO, talal.alnounou@sadafco.com, 0505615159, http://www.sadafco.com
Aljardan International Agencies Co, aziz@aljardan.com, 0555478532, http://www.BedaPrecision.com
Global Gulf Stream Co, NaN, NaN, http://www.ggsc.sa
Alfolla Meat Processing Factory, info@alfolla.com.sa, 0533001298, http://www.alfolla.com
Desert Technologies, mousa@desert-technologies.com, 0535197555, http://www.desert-technologies.com
Aasis Steel Factory Co Ltd, hussein.a@aasiasteel.com, 0557515024, http://www.aasiasteel.com
ARABIAN MASA For ALUMINUM COMPOSITE PANEL, em@arabianmasa.com, 0540662266, http://WWW.ARABIANMASA.COM
Food & Fine Pastry Manufacturing Company Sunbulah, aam@sunbulahgroup.com, 0503358774, http://www.sunbulahgroup.com
RIYADH FOOD INDUSTRIES CO, export@riyadhfoods.com, 0562652333, http://www.riyaadhfoods.com
Halwani Brothers Company, NaN, NaN, http://www.halwani.com.sa
ALQASSIM FACTORY FOR FOODS, m-y-j@live.com, 0555137877, http://www.alturaifholdingco.com
AUDI NEW ZEALAND MILK  PRODUCTS CO LTD, saleh.alomari@fonterra.com, 0505813787, NaN
AMAL AL KHAIR DATES COMPANY, export@amalalkhair.com, 0500598349, http://www.amalalkhair.com
ALGHADEER PACKAGING MATERIALS  FACTORY, hussain@alghadeergroup.com, 0504926920, http://www.alghadeergroup.com
Saudi Steel Pipe Company, k.nuaimi@sspipe.com, 0554995551, http://www.sspipe.com
khair Algeyad Cheese Factore, saleh.h.r@khairalgeyad.com, 0593211317, http://www.khairalgeyad.com
LG shaker co Ltd, majid.quait@lge.com, 555212343, http://www.lge.com
Rajhi Steel Industries Co Ltd, NaN, NaN, http://www.rajhisteel.com
Saudi Industries for PVC Windows Co Ltd, marketing@winteksa.com, 0593004003, http://www.winteksa.com
Al Jomaih CMP and EOE Plants, bshammari@aljomaihbev.com, 0569538714, http://www.aljomaihbev.com/
EASTERNPAK CORRUGATED PACKAGING, fmohammed@napcogroup.com, 0504929230, http://www.easternpak.com
AL JAWDAH CERAMICS COMPANY, info@aljawdahgroup.com, 0506281951, http://www.aljawdahgroup.com
Bafarat Industrial Group  LLC, NaN, NaN, http://www.ranafood.com
SULTANAH ALLIED INDUSTRIES COMPANY, abdel571962@hotmail.com, 0505135828, http://www.soltanah.com
AL FARIS FOOD INDUSTRIES Ltd, skari@alfarisfoods.com, 0558886326, http://www.alfarisfoods.com
zulal water factory company Ltd, anfal@zulalwater.com, 0568556889, http://www.zulalwater.com
VITA FOOD COMPANY, ahmad.alkattan@spgfood.com, 0502000159, http://www.vitafood.com.sa
fabco plastic factory  company ltd, marketing_fabco@yahoo.com, 0569013608, http://www.salembalhamer.com
Advanced Electronics Company, swayedf@aecl.com, 0507797705, http://www.aecl.com
Saudi Top Plastic Factory, info@stp.com.sa, 0502222772, http://www.stp.com.sa
alghadeer paking sacks and threads factory, hussain@alghadeergroup.com, 0504926920, http://www.alghadeergroup.com
Middle East Speciualized Cable Company, qussai.shanwani@mesccables.com, 0500977459, http://www.mesccables.com
Nawakheth company for plastic containers , zain-gm@alnawakheth-pet.com, 0500099616, http://www.alnawakheth-pet.com
falcon industries for plastic products, export@falconplastic.com.sa, 0508919271, http://www.falconplastic.com.sa
GABAS FOR TRADING COMPANY, sami@gabas.com, 0503688043, http://www.gabas.com
Prime Source Group for Trading, gov@psgsa.com.sa, 0501214108, http://www.psgsa.com.sa
Dayfe Dates Factory, aalluhaidan@deifco.com, 0506167197, NaN
TECO Middle East Electrical & Machinery Co. Lte, a.alshaikhi@teco-me.com, 0558065844, http://www.teco-me.com
Smart Pack, ahmad@smartpack.com.sa, 0561111065, http://www.smartpack.com.sa
ASHRAF SALIH ALDAZAZ FACTORY FOR PACKING AND PAPER, ashrafaldezaz@gmail.com, 0504984854, http://www.dazazsugar.com
BASATEEN FOODS SAUDI ARABIA , m.damlakhan@bfsa.com.sa, 0553343303, http://www.mazola.com.sa
Future Ceramic And Porcelain, NaN, NaN, http://futureceramic.com
Mutlak Saleh Alhadyane Factory, raed.it@hinox.sa.com, 0500190887, http://www.hinox.sa.com
Saudi Panels and Breakers Manufacturing company, eng-d4@farraj.ae, 0569989890, http://www.farah.jo
Investment Opportunities for Trading, iotco@hotmail.com, 0506903744, http://www.SaudiArabiaDates.com
Alkhorayef Petroleum Company, mtaha@alkhorayef.com, 0567337606, http://www.alkhorayefpetroleum.com
Pinehill Arabia Food Ltd., waheed.shukri@pafl.com.sa, 0503637242, http://www.toya-me.com
ALANSAR DATES & SWEETS FACTORY, alansardates@yahoo.com, 0507746296, http://WWW.ALANSARDATES.NET
Said Bawazir for Toothpaste &Sweetener Factory, nael@sbtcgroup.com, 0541861863, http://www.misfaco.com
Ercon Group, fmukhles@erconme.com, 0500771667, http://www.erconme.com
International trailer company, h.alaraj@i-t-c.sa, 0535564111, http://www.i-t-c.sa
Asal Barri Company, awad@asalbarri.com, 0592972777, http://www.asalbarri.com
BATTERJEE ICE CREAM AND JUICE FACTORY, jumbo@jumbo.com.sa, 0505658644, http://www.jumbo.com.sa
Jeddah Paints Factory co Ltd, ahmed@jeddahpaints.com, 0505661667, http://www.jeddahpaints.com
Eastern Horse Plastics Industries, said@ehrecycle.com, 0540391101, http://www.ehrecycle.com
ROWAD NATIONAL PLASTIC CO LTD, a.alardhi@rowadplastic.com, 0544779820, http://www.rowadplastic.com
AL-BILAD CABLES FACTORY, ahmed.alhashmy@windowslive.com, 0552877112, http://www.albladcables.com
gulf seal company, fady@gulfseal.com.sa, 0506480233, http://www.gulfseal.com.sa
kifah bulding materials company, s.ghalayini@kice.com.sa, 0509122223, http://www.kice.com.sa
munir abdullah almunif factory for plastic pipes and fittings, export@mmppf.com, 0550901662, http://www.mmppf.com
Al-Mahaliah Trading & Agri. Co. LTD, mail@almahalliah.com, 0505450533, http://www.almahalliah.com
mosaneon Global Manufacturers CO , albadr@mosaneon.com, 0564948247, http://www.mosaneon.com
alkhair coffee factory, alaa.bashanfar@alkhairtrd.com, 0556625800, http://alkhair.sa
Al Madinah Dates Co, NaN, NaN, http://www.tomoor.com
Tamrat International Corporation, abdullah@aldokhil.com, 0555139559, http://www.altomor.com
Wafrah for Industry and Development, export@wafrah.com, 0536011198, http://www.wafrah.com
oasis lina dates, NaN, NaN, http://www.oasislinadates.com
Hungry bunny Factory For Meat Processing, abdulkareem@hungrybunny.com.sa, 0553101434, http://www.hungrybunny.com.sa
United National Dairy Company, abdullah.alsaleh@und-ksa.com, 0564888860, http://www.und-ksa.com
GREEN VISION CO LTD FOR ARTIFICIAL GRASS, a.alghamdi@greenvision.com.sa, 0503770697, http://www.thegrassspecialists.com
ALSAMAANI FACTORY FOR Metal Industries, bander@sgp.com.sa, 0504885060, http://www.sgp.com.sa
FIPCO, amh@fipco.com.sa, 0550337799, http://www.fipco.com.sa
Middle Eeast Plastic Industries, shadi@repall.com.sa, 0553071712, http://www.repall.com.sa
Onaizah dates Factory  Golden dates, achrafcommercial@gmail.com, 0536579918, http://www.goldendates.com.sa
International food & consumable goods  factory, moaz.rayess@ifs.net.co, 0545160626, http://www.ifs.net.co
Al Manashy Group, amr@almanashy.com, 0544074474, http://www.almanashygroup.com
Astra Food Company, amalenazi@astrafarms.com.sa, 0565625540, http://www.astrafarms.com
Saf Sulphur Factory for Agriculture and Industries, finance@safsulphur.com, 0505869170, http://www.safsulphur.com
Western Developed Foundation, alasemi@gmail.com, 0505710187, http://wdf.com.sa
Alwasail Industrial Company, feraas@alwasail.com, 0552969993, http://www.alwasail.com
Hannecard Saudi for Rollers covering & Manufacturing, saleh@hannecardsaudi.com, 0535079997, http://www.hannecardsaudi.com
Techno Rubber Company Limited, talal@technorubber.com.sa, 0546947467, http://WWW.TECHNORUBBER.COM.SA
Arabian United Float Glass CO, alali@aufgc.com, 0505158775, http://www.aufgc.com
Plasco Factory For Plastics Industries, h.elkhouly@plasco.com.sa, 0553812866, http://www.plasco.com.sa
AlMadina Specialist Co for Engine Oil and Petrochemical - PetroLife Co, b.enain@petrolifeco.com, 0505580068, http://www.petrolifeco.com
almona plastic products factory co.ltd, m.alagil@almonaplast.com, 0504184066, http://www.almonaplast.com
talah aljood dates company, yaser@talahdates.com, 0505673285, http://www.talahaljood.com
AL-HASA AUTOMATIC BAKERY CO., NaN, NaN, http://www.fuchsia.com.sa
First Manufacturing Company For Thermopipes, info@fmc.sa, 0534083933, http://www.fmc.sa
Arab company for modern industries - Dala, a.a.f@dala.com.sa, 0555115814, http://www.Dala.com.sa
BATTERJEE FACTORY FOR BABY CARE, faris.alharbi@nunu.com.sa, 0539091191, http://www.nunu.com.sa
Saudi Mechanical Industries Company, malhamdan@smi.com.sa, 0505321133, http://www.smi.com.sa
match  sweets factory, match_sweets@hotmail.com, 505504124, http://www.matchsweets.com
United Transformers Electric Company, mohammad.noba@utec.com.sa, 0504136140, http://www.utec.com.sa
